pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
6331,1528081322,e s,2,tcp,1,192.168.100.147,7441,192.168.100.7,80,5,770,REQ,3,1528081352,4854,30.636421,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6332,1528081322,e s,2,tcp,1,192.168.100.147,7444,192.168.100.7,80,5,770,REQ,3,1528081352,4855,30.636421,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6333,1528081322,e s,2,tcp,1,192.168.100.147,7445,192.168.100.7,80,5,770,REQ,3,1528081352,4856,30.636419,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6334,1528081322,e s,2,tcp,1,192.168.100.147,7450,192.168.100.7,80,5,770,REQ,3,1528081352,4857,30.636421,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6335,1528081322,e s,2,tcp,1,192.168.100.147,7451,192.168.100.7,80,5,770,REQ,3,1528081352,4858,30.636419,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6336,1528081322,e s,2,tcp,1,192.168.100.147,7454,192.168.100.7,80,5,770,REQ,3,1528081352,4859,30.636419,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6337,1528081322,e s,2,tcp,1,192.168.100.147,7455,192.168.100.7,80,5,770,REQ,3,1528081352,4860,30.636419,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6338,1528081322,e s,2,tcp,1,192.168.100.147,7456,192.168.100.7,80,5,770,REQ,3,1528081352,4861,30.636417,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6339,1528081322,e s,2,tcp,1,192.168.100.147,7457,192.168.100.7,80,5,770,REQ,3,1528081352,4862,30.636417,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163204,0.163221,500,500,1,DoS,TCP
6340,1528081322,e s,2,tcp,1,192.168.100.147,7330,192.168.100.7,80,5,770,REQ,3,1528081352,4863,30.631802,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6341,1528081322,e s,2,tcp,1,192.168.100.147,7331,192.168.100.7,80,5,770,REQ,3,1528081352,4864,30.631802,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6342,1528081322,e s,2,tcp,1,192.168.100.147,7334,192.168.100.7,80,5,770,REQ,3,1528081352,4865,30.631802,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6343,1528081322,e s,2,tcp,1,192.168.100.147,7335,192.168.100.7,80,5,770,REQ,3,1528081352,4866,30.6318,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6344,1528081322,e s,2,tcp,1,192.168.100.147,7336,192.168.100.7,80,5,770,REQ,3,1528081352,4867,30.6318,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6345,1528081322,e s,2,tcp,1,192.168.100.147,7337,192.168.100.7,80,5,770,REQ,3,1528081352,4868,30.6318,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6346,1528081322,e s,2,tcp,1,192.168.100.147,7340,192.168.100.7,80,5,770,REQ,3,1528081352,4869,30.6318,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6347,1528081322,e s,2,tcp,1,192.168.100.147,7341,192.168.100.7,80,5,770,REQ,3,1528081352,4870,30.6318,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6348,1528081322,e s,2,tcp,1,192.168.100.147,7346,192.168.100.7,80,5,770,REQ,3,1528081352,4871,30.631798,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6349,1528081322,e s,2,tcp,1,192.168.100.147,7347,192.168.100.7,80,5,770,REQ,3,1528081352,4872,30.631798,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6350,1528081322,e s,2,tcp,1,192.168.100.147,7350,192.168.100.7,80,5,770,REQ,3,1528081352,4873,30.631796,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6351,1528081322,e s,2,tcp,1,192.168.100.147,7351,192.168.100.7,80,5,770,REQ,3,1528081352,4874,30.631796,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6352,1528081322,e s,2,tcp,1,192.168.100.147,7352,192.168.100.7,80,5,770,REQ,3,1528081352,4875,30.631796,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6353,1528081322,e s,2,tcp,1,192.168.100.147,7353,192.168.100.7,80,5,770,REQ,3,1528081352,4876,30.631796,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6354,1528081322,e s,2,tcp,1,192.168.100.147,7356,192.168.100.7,80,5,770,REQ,3,1528081352,4877,30.631796,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6355,1528081322,e s,2,tcp,1,192.168.100.147,7357,192.168.100.7,80,5,770,REQ,3,1528081352,4878,30.631823,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6356,1528081322,e s,2,tcp,1,192.168.100.147,7362,192.168.100.7,80,5,770,REQ,3,1528081352,4879,30.631823,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6357,1528081322,e s,2,tcp,1,192.168.100.147,7363,192.168.100.7,80,5,770,REQ,3,1528081352,4880,30.631821,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6358,1528081322,e s,2,tcp,1,192.168.100.147,7366,192.168.100.7,80,5,770,REQ,3,1528081352,4881,30.631821,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6359,1528081322,e s,2,tcp,1,192.168.100.147,7367,192.168.100.7,80,5,770,REQ,3,1528081352,4882,30.631821,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6360,1528081322,e s,2,tcp,1,192.168.100.147,7368,192.168.100.7,80,5,770,REQ,3,1528081352,4883,30.631821,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6361,1528081322,e s,2,tcp,1,192.168.100.147,7369,192.168.100.7,80,5,770,REQ,3,1528081352,4884,30.631819,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6362,1528081322,e s,2,tcp,1,192.168.100.147,7372,192.168.100.7,80,5,770,REQ,3,1528081352,4885,30.631819,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6363,1528081322,e s,2,tcp,1,192.168.100.147,7373,192.168.100.7,80,5,770,REQ,3,1528081352,4886,30.631819,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6364,1528081322,e s,2,tcp,1,192.168.100.147,7378,192.168.100.7,80,5,770,REQ,3,1528081352,4887,30.631819,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6365,1528081322,e s,2,tcp,1,192.168.100.147,7379,192.168.100.7,80,5,770,REQ,3,1528081352,4888,30.631819,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6366,1528081322,e s,2,tcp,1,192.168.100.147,7382,192.168.100.7,80,5,770,REQ,3,1528081352,4889,30.631819,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6367,1528081322,e s,2,tcp,1,192.168.100.147,7383,192.168.100.7,80,5,770,REQ,3,1528081352,4890,30.631817,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6368,1528081322,e s,2,tcp,1,192.168.100.147,7384,192.168.100.7,80,5,770,REQ,3,1528081352,4891,30.631817,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6369,1528081322,e s,2,tcp,1,192.168.100.147,7385,192.168.100.7,80,5,770,REQ,3,1528081352,4892,30.631817,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6370,1528081322,e s,2,tcp,1,192.168.100.147,7388,192.168.100.7,80,5,770,REQ,3,1528081352,4893,30.631817,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6371,1528081322,e s,2,tcp,1,192.168.100.147,7389,192.168.100.7,80,5,770,REQ,3,1528081352,4894,30.631813,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6372,1528081322,e s,2,tcp,1,192.168.100.147,7394,192.168.100.7,80,5,770,REQ,3,1528081352,4895,30.631813,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6373,1528081322,e s,2,tcp,1,192.168.100.147,7395,192.168.100.7,80,5,770,REQ,3,1528081352,4896,30.631813,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6374,1528081322,e s,2,tcp,1,192.168.100.147,7398,192.168.100.7,80,5,770,REQ,3,1528081352,4897,30.631811,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6375,1528081322,e s,2,tcp,1,192.168.100.147,7399,192.168.100.7,80,5,770,REQ,3,1528081352,4898,30.631811,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6376,1528081322,e s,2,tcp,1,192.168.100.147,7400,192.168.100.7,80,5,770,REQ,3,1528081352,4899,30.631811,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6377,1528081322,e s,2,tcp,1,192.168.100.147,7401,192.168.100.7,80,5,770,REQ,3,1528081352,4900,30.631811,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6378,1528081322,e s,2,tcp,1,192.168.100.147,7404,192.168.100.7,80,5,770,REQ,3,1528081352,4901,30.631809,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6379,1528081322,e s,2,tcp,1,192.168.100.147,7405,192.168.100.7,80,5,770,REQ,3,1528081352,4902,30.631809,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6380,1528081322,e s,2,tcp,1,192.168.100.147,7410,192.168.100.7,80,5,770,REQ,3,1528081352,4903,30.631809,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6381,1528081322,e s,2,tcp,1,192.168.100.147,7411,192.168.100.7,80,5,770,REQ,3,1528081352,4904,30.631809,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6382,1528081322,e s,2,tcp,1,192.168.100.147,7414,192.168.100.7,80,5,770,REQ,3,1528081352,4905,30.631809,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6383,1528081322,e s,2,tcp,1,192.168.100.147,7415,192.168.100.7,80,5,770,REQ,3,1528081352,4906,30.631809,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6384,1528081322,e s,2,tcp,1,192.168.100.147,7416,192.168.100.7,80,5,770,REQ,3,1528081352,4907,30.631807,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6385,1528081322,e s,2,tcp,1,192.168.100.147,7417,192.168.100.7,80,5,770,REQ,3,1528081352,4908,30.631807,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6386,1528081322,e s,2,tcp,1,192.168.100.147,7420,192.168.100.7,80,5,770,REQ,3,1528081352,4909,30.631807,0,0,0,0,0,5,0,770,0,0.130583,0.130583,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163229,0.163221,500,500,1,DoS,TCP
6387,1528081322,e s,2,tcp,1,192.168.100.147,7421,192.168.100.7,80,5,770,REQ,3,1528081352,4910,30.636393,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6388,1528081322,e s,2,tcp,1,192.168.100.147,7426,192.168.100.7,80,5,770,REQ,3,1528081352,4911,30.636391,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6389,1528081322,e s,2,tcp,1,192.168.100.147,7427,192.168.100.7,80,5,770,REQ,3,1528081352,4912,30.636391,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6390,1528081322,e s,2,tcp,1,192.168.100.147,7430,192.168.100.7,80,5,770,REQ,3,1528081352,4913,30.636391,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6391,1528081322,e s,2,tcp,1,192.168.100.147,7431,192.168.100.7,80,5,770,REQ,3,1528081352,4914,30.636391,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6392,1528081322,e s,2,tcp,1,192.168.100.147,7432,192.168.100.7,80,5,770,REQ,3,1528081352,4915,30.636391,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6393,1528081322,e s,2,tcp,1,192.168.100.147,7433,192.168.100.7,80,5,770,REQ,3,1528081352,4916,30.636389,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6394,1528081322,e s,2,tcp,1,192.168.100.147,7436,192.168.100.7,80,5,770,REQ,3,1528081352,4917,30.636389,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6395,1528081322,e s,2,tcp,1,192.168.100.147,7437,192.168.100.7,80,5,770,REQ,3,1528081352,4918,30.636389,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6396,1528081322,e s,2,tcp,1,192.168.100.147,7442,192.168.100.7,80,5,770,REQ,3,1528081352,4919,30.636389,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6397,1528081322,e s,2,tcp,1,192.168.100.147,7443,192.168.100.7,80,5,770,REQ,3,1528081352,4920,30.636389,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6398,1528081322,e s,2,tcp,1,192.168.100.147,7446,192.168.100.7,80,5,770,REQ,3,1528081352,4921,30.636389,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6399,1528081322,e s,2,tcp,1,192.168.100.147,7447,192.168.100.7,80,5,770,REQ,3,1528081352,4922,30.636389,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6400,1528081322,e s,2,tcp,1,192.168.100.147,7448,192.168.100.7,80,5,770,REQ,3,1528081352,4923,30.636387,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163221,0.163221,100,100,0.163205,0.163221,500,500,1,DoS,TCP
6401,1528081322,e s,2,tcp,1,192.168.100.147,7449,192.168.100.7,80,5,770,REQ,3,1528081352,4924,30.636387,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6402,1528081322,e s,2,tcp,1,192.168.100.147,7452,192.168.100.7,80,5,770,REQ,3,1528081352,4925,30.636387,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6403,1528081322,e s,2,tcp,1,192.168.100.147,7453,192.168.100.7,80,5,770,REQ,3,1528081352,4926,30.636387,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6404,1528081322,e s,2,tcp,1,192.168.100.147,7460,192.168.100.7,80,5,770,REQ,3,1528081352,4927,30.636333,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6405,1528081322,e s,2,tcp,1,192.168.100.147,7461,192.168.100.7,80,5,770,REQ,3,1528081352,4928,30.636333,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6406,1528081322,e s,2,tcp,1,192.168.100.147,7466,192.168.100.7,80,5,770,REQ,3,1528081352,4929,30.636333,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6407,1528081322,e s,2,tcp,1,192.168.100.147,7467,192.168.100.7,80,5,770,REQ,3,1528081352,4930,30.636333,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6408,1528081322,e s,2,tcp,1,192.168.100.147,7470,192.168.100.7,80,5,770,REQ,3,1528081352,4931,30.636333,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6409,1528081322,e s,2,tcp,1,192.168.100.147,7471,192.168.100.7,80,5,770,REQ,3,1528081352,4932,30.636332,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6410,1528081322,e s,2,tcp,1,192.168.100.147,7472,192.168.100.7,80,5,770,REQ,3,1528081352,4933,30.636332,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6411,1528081322,e s,2,tcp,1,192.168.100.147,7473,192.168.100.7,80,5,770,REQ,3,1528081352,4934,30.636332,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6412,1528081322,e s,2,tcp,1,192.168.100.147,7476,192.168.100.7,80,5,770,REQ,3,1528081352,4935,30.636332,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6413,1528081322,e s,2,tcp,1,192.168.100.147,7477,192.168.100.7,80,5,770,REQ,3,1528081352,4936,30.63633,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6414,1528081322,e s,2,tcp,1,192.168.100.147,7482,192.168.100.7,80,5,770,REQ,3,1528081352,4937,30.63633,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6415,1528081322,e s,2,tcp,1,192.168.100.147,7483,192.168.100.7,80,5,770,REQ,3,1528081352,4938,30.63633,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6416,1528081322,e s,2,tcp,1,192.168.100.147,7486,192.168.100.7,80,5,770,REQ,3,1528081352,4939,30.63633,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6417,1528081322,e s,2,tcp,1,192.168.100.147,7487,192.168.100.7,80,5,770,REQ,3,1528081352,4940,30.63633,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6418,1528081322,e s,2,tcp,1,192.168.100.147,7488,192.168.100.7,80,5,770,REQ,3,1528081352,4941,30.63633,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6419,1528081322,e s,2,tcp,1,192.168.100.147,7489,192.168.100.7,80,5,770,REQ,3,1528081352,4942,30.636328,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6420,1528081322,e s,2,tcp,1,192.168.100.147,7492,192.168.100.7,80,5,770,REQ,3,1528081352,4943,30.636328,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6421,1528081322,e s,2,tcp,1,192.168.100.147,7493,192.168.100.7,80,5,770,REQ,3,1528081352,4944,30.636328,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6422,1528081322,e s,2,tcp,1,192.168.100.147,7498,192.168.100.7,80,5,770,REQ,3,1528081352,4945,30.636328,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6423,1528081322,e s,2,tcp,1,192.168.100.147,7499,192.168.100.7,80,5,770,REQ,3,1528081352,4946,30.636326,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
6424,1528081322,e s,2,tcp,1,192.168.100.147,7502,192.168.100.7,80,5,770,REQ,3,1528081352,4947,30.636326,0,0,0,0,0,5,0,770,0,0.130564,0.130564,0,77000,77000,500,500,500,500,0.163207,0.163207,100,100,0.163205,0.163207,500,500,1,DoS,TCP
